52,-23,1015
52,-23,1015
52,-23,1030
52,-23,1015
52,-23,1015
52,-23,1015
52,-23,1030
67,-23,1015
52,-23,1015
52,-23,1030
52,-23,1015
52,-23,1015
52,-23,1015
52,-23,1030
52,-23,1015
52,-23,1015
67,-23,1015
67,-23,1015
52,-23,1015
52,-23,1015
52,-23,1030
52,-23,1015
52,-23,1015
67,-23,1030
52,-23,1015
52,-23,1030
52,-23,1015
67,-23,1030
52,-38,1015
52,-23,1015
67,-23,1030
67,-23,1030
52,-38,1015
52,-23,1030
52,-23,1030
52,-23,1015
52,-23,1030
52,-23,1015
52,-23,1015
52,-23,1015
52,-23,1015
52,-23,1015
52,-38,1030
52,-23,1030
52,-23,1030
52,-23,1030
52,-38,1015
67,-23,1030
52,-23,1015
52,-23,1015
52,-23,1015
52,-23,1015
52,-23,1015
52,-23,1015
67,-23,1015
52,-23,1030
67,-23,1015
52,-23,1015
52,-23,1030
52,-23,1015
52,-23,1015
67,-23,1015
52,-23,1015
52,-23,1015
52,-23,1015
52,-23,1015
67,-23,1030
52,-23,1015
67,-23,1015
52,-23,1030
52,-23,1015
52,-23,1015
52,-23,1030
52,-23,1015
52,-23,1015
52,-23,1015
52,-23,1015
52,-38,1015
52,-23,1015
52,-38,1015
52,-23,1015
52,-23,1015
52,-23,1030
52,-23,1030
52,-23,1015
67,-23,1015
52,-23,1015
67,-23,1030
52,-23,1015
52,-23,1030
52,-23,1030
52,-23,1015
52,-23,1015
52,-23,1015
52,-23,1030
52,-23,1030
67,-23,1015
52,-23,1015
52,-23,1015
52,-23,1015
52,-23,1030
52,-23,1015
52,-38,1015
52,-23,1015
52,-23,1015
52,-23,1030
52,-23,1015
52,-23,1015
52,-23,1015
67,-23,1015
52,-38,1030
52,-23,1015
52,-23,1030
67,-23,1030
52,-23,1015
52,-38,1015
52,-23,1015
52,-23,1015
67,-23,1015
52,-38,1015
67,-23,1015
67,-23,1015
67,-23,1030
52,-23,1015
52,-23,1015
67,-23,1015
52,-23,1030
52,-23,1015
67,-38,1015
52,-23,1030
67,-23,1015
52,-38,1015
52,-23,1015
52,-23,1015
52,-23,1030
52,-23,1030
52,-23,1015
67,-23,1030
52,-23,1030
52,-23,1015
52,-23,1015
52,-23,1030
52,-23,1015
52,-23,1030
52,-23,1015
67,-23,1030
52,-23,1015
52,-23,1015
52,-23,1015
52,-23,1030
97,-53,1030
52,-38,1030
97,-8,1030
22,37,1030
67,-23,1030
67,52,1015
97,-38,1030
52,7,1045
7,22,1000
67,-68,1030
52,-53,1030
82,-38,1015
67,37,1030
52,52,1015
52,-53,984
-53,248,1000
97,323,1330
67,-53,1195
82,172,1135
22,308,1330
-38,218,1375
22,248,1300
52,278,1210
67,278,1075
82,263,984
112,218,969
127,218,984
82,263,969
22,293,1000
-53,338,1045
-128,368,1060
-188,398,1060
-219,413,1015
-113,383,1045
-68,353,1000
7,308,984
52,233,954
97,157,924
112,97,939
142,52,939
157,7,879
172,-53,834
203,-113,774
233,-188,729
263,-249,744
293,-309,774
323,-354,864
353,-354,909
338,-369,819
338,-399,759
308,-459,759
353,-444,849
353,-474,1000
308,-504,1285
248,-429,1511
187,-414,1706
142,-384,1947
82,-294,2037
22,-279,2112
-8,-219,2248
-23,-83,2368
-38,7,2293
-53,22,2172
-8,52,2037
82,52,1962
187,37,1902
218,67,1736
127,127,1496
67,142,1195
7,127,1000
-8,157,879
-53,97,774
-98,82,684
-158,67,609
-219,67,624
-279,82,548
-309,37,473
-324,7,398
-354,-53,368
-414,-113,398
-534,-113,443
-655,-143,503
-670,-128,624
-670,-158,729
-700,-173,759
-685,-173,699
-700,-219,503
-745,-173,428
-730,-143,368
-625,-143,293
-474,-113,157
-339,-68,-38
-204,-53,-249
-173,-83,-459
-249,-83,-564
-188,7,-474
-384,37,-264
-309,172,-113
-369,203,-38
-399,187,-53
-384,203,-8
-384,203,112
-369,203,187
-339,218,157
-354,203,112
-354,233,52
-173,157,52
-279,172,82
-279,142,112
-234,142,218
-188,67,413
-173,97,609
-158,97,684
-143,112,699
-113,82,654
-38,-23,774
-83,-38,1000
-98,37,1165
-38,7,1105
7,-38,969
67,-98,879
67,-128,939
157,37,1270
112,-23,1526
278,52,1601
353,-98,1421
458,7,1165
533,-83,1045
624,-128,1285
684,-38,1751
639,37,1962
609,67,1932
699,7,1751
774,-143,1691
849,-128,1932
714,22,2082
563,97,2022
473,157,1947
503,248,1902
413,263,1902
248,293,1917
218,368,2037
172,368,1962
157,293,1766
203,293,1676
293,263,1601
368,218,1496
428,172,1451
458,67,1526
458,82,1631
368,203,1736
308,263,1796
263,248,1781
263,308,1796
308,308,1796
338,308,1676
323,233,1526
353,172,1511
368,172,1496
323,157,1375
293,127,1300
293,112,1180
233,112,1045
203,67,984
142,37,1045
37,67,1105
-68,112,1150
-68,127,1135
-53,67,1105
-23,97,984
22,112,774
97,52,488
172,-23,263
157,-128,82
7,-98,22
-53,-98,97
-98,-38,233
-143,37,338
-188,52,368
-219,82,428
-219,127,473
-234,112,443
-279,67,338
-279,52,233
-309,22,112
-369,7,37
-399,22,37
-399,22,22
-399,7,-8
-414,7,-53
-429,-8,-83
-429,7,-53
-414,7,-8
-429,-8,22
-429,-8,82
-429,-8,142
-474,7,203
-504,37,233
-519,37,293
-504,22,353
-444,7,383
-399,-23,413
-354,-38,428
-324,-23,443
-279,-23,503
-249,-38,609
-249,-8,669
-234,-23,624
-204,-53,473
-113,-113,383
-23,-158,368
37,-158,398
52,-143,518
7,-83,609
-38,-38,699
-38,7,849
-23,52,909
22,52,939
97,37,879
203,52,759
248,-8,834
203,82,1195
172,203,1496
112,157,1691
67,263,1932
7,263,2052
-38,203,2097
7,218,2203
37,142,2187
112,97,2127
187,7,2067
187,-38,1962
218,-68,1857
263,-113,1766
263,-83,1766
187,-68,1751
97,-8,1691
82,7,1631
37,37,1571
37,112,1526
37,97,1451
22,97,1375
7,112,1315
22,97,1270
37,82,1225
67,52,1150
127,-8,1075
218,-113,954
293,-234,879
368,-354,864
308,-459,804
248,-519,699
293,-549,639
323,-549,669
263,-474,744
142,-339,879
52,-234,954
7,-173,969
-8,-113,969
-23,-53,954
-8,-23,924
-23,-8,894
-23,-68,894
-8,-113,909
22,-158,879
82,-264,819
157,-414,759
218,-534,744
293,-594,759
338,-640,819
368,-610,984
308,-504,1165
278,-354,1210
278,-279,1135
323,-188,1105
338,-53,1000
278,127,879
218,127,774
218,187,849
187,308,894
127,308,969
97,338,1045
112,383,1180
67,428,1285
82,413,1285
1060,203,1180
353,248,849
157,473,969
112,458,1075
67,428,1060
52,308,924
157,443,759
203,548,789
203,533,969
233,593,1045
203,533,1060
172,503,1075
127,488,1000
157,383,954
218,323,1000
248,233,1075
293,142,1105
203,97,1105
308,-8,1090
308,-38,1105
218,22,1075
142,52,1090
82,52,1135
82,112,1195
-8,142,1180
37,112,1120
37,172,1060
82,142,1015
97,218,969
97,218,969
-8,218,984
-23,278,789
-38,789,864
233,699,1511
293,563,1195
203,894,1240
157,639,1105
127,278,984
52,533,1030
112,458,1105
22,624,1165
-173,533,984
112,503,1120
142,368,1090
-8,293,1090
52,37,1045
293,52,1285
338,-68,1360
308,-204,1240
293,-294,1120
293,-354,1195
338,-429,1240
233,-384,1135
203,-369,1030
233,-414,1015
218,-399,969
157,-369,924
112,-324,879
82,-324,834
82,-324,804
67,-309,774
82,-354,819
82,-354,879
52,-354,879
67,-354,909
37,-354,954
37,-354,954
7,-324,939
7,-309,924
52,-339,939
52,-339,954
37,-339,984
22,-354,1030
22,-369,1045
37,-414,1075
-8,-444,1060
-8,-519,1030
7,-610,1030
52,-715,1015
82,-820,969
142,-910,969
187,-940,1030
248,-880,1090
293,-790,1075
383,-715,1090
458,-610,1045
473,-414,1015
428,-234,1015
1887,-234,804
639,278,714
187,503,909
142,518,1210
112,458,1150
293,533,984
112,443,894
37,338,473
-354,473,774
203,1330,1330
172,1150,1390
278,804,1060
323,909,924
443,729,939
443,624,1000
383,473,894
172,383,864
323,338,954
308,383,1255
248,218,1060
22,172,984
7,142,1060
37,-38,1045
7,-128,1015
7,-53,1045
-53,-53,1045
-53,-8,1000
-53,-23,954
-23,-38,954
37,-23,1000
67,37,1015
67,112,1045
172,233,1105
218,323,1135
218,458,1180
293,639,1210
398,804,1210
353,924,1180
248,1120,1225
97,1270,1255
157,1345,1240
203,1315,1180
308,1120,1195
443,879,1285
488,714,1345
533,503,1390
684,248,1451
789,-8,1481
774,-188,1451
789,-294,1390
684,-459,1345
563,-594,1300
533,-700,1225
563,-775,984
563,-925,759
563,-1210,609
503,-1315,609
383,-1300,699
203,-1195,729
97,-1060,684
52,-955,609
82,-850,533
52,-775,518
7,-700,578
-38,-610,639
-83,-489,714
-128,-384,744
-158,-294,789
-204,-234,894
-264,-128,1000
-294,-68,1090
-309,-38,1075
-249,-8,1090
-249,37,1090
-219,52,1060
-219,37,1030
-204,37,1030
-158,22,1015
-128,-8,984
-83,-53,954
-53,-128,924
-23,-219,909
7,-324,879
37,-429,864
112,-549,864
187,-594,849
218,-625,819
248,-594,804
233,-610,804
157,-564,834
97,-429,909
97,-294,939
97,-113,909
97,-53,864
97,-8,849
67,37,894
52,112,954
22,233,1015
-8,308,1090
-23,293,1165
-8,308,1240
-8,338,1255
-8,353,1270
37,368,1285
82,368,1315
112,353,1315
82,368,1300
37,368,1330
-8,353,1345
-8,353,1270
22,353,1150
97,308,1045
157,263,984
157,218,1000
127,172,1030
97,127,1060
112,112,924
52,203,969
67,142,1015
127,82,1075
187,37,1075
157,37,1060
127,52,1075
97,22,1045
97,22,1075
127,37,1075
97,37,1075
97,22,1090
97,37,1090
112,37,1060
142,7,1030
142,-8,1030
172,37,969
157,-23,939
112,-8,924
112,37,894
-38,-339,293
-38,-1631,-444
-249,52,894
82,-53,1030
67,22,1030
112,97,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-8,1030
67,-23,1030
52,-23,1030
67,-23,1030
67,-23,1030
67,-8,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-8,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1015
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
52,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-8,1030
67,-23,1030
67,-23,1030
67,-8,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
52,-23,1030
67,-23,1030
67,-23,1030
67,-8,1030
67,-23,1030
67,-23,1030
67,-8,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-8,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1015
67,-23,1030
67,-23,1030
67,-8,1015
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-8,1030
67,-8,1030
52,-38,1030
52,-23,1030
67,-8,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-8,1015
67,-8,1030
52,-23,1030
67,-8,1030
67,-23,1030
67,-23,1030
52,-8,1030
52,-23,1030
67,-8,1030
67,-8,1030
67,-23,1030
52,-23,1030
67,-23,1030
67,-23,1015
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,7,1060
67,-38,1030
52,-23,1030
67,-68,1150
67,7,1030
67,-23,1030
52,-23,1030
52,-23,1030
67,-23,1030
67,-8,1030
67,-23,1030
52,-23,1030
67,-23,1030
67,-8,1030
67,-23,1030
67,-23,1015
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-8,1030
67,-8,1030
67,-23,1015
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1015
67,-23,1030
67,-23,1030
67,-23,1030
52,-23,1030
67,-23,1015
67,-23,1015
67,-8,1030
67,-23,1030
67,-23,1030
52,-23,1030
67,-23,1030
67,-23,1030
67,-23,1045
67,-23,1030
52,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
52,-8,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1015
67,-23,1030
67,-8,1015
67,-23,1030
52,-23,1030
52,-8,1030
67,-23,1030
67,-23,1030
67,-23,1030
52,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
67,-23,1030
